current_round,target_number,recent_5_count,recent_10_count,recent_20_count,total_count,rounds_since_last_seen,is_odd,number_group,label
523,16,1,1,5,88,5,0,2,0
523,17,1,1,2,58,1,1,2,0
523,18,1,2,3,77,4,0,2,0
523,19,1,1,3,71,5,1,2,0
523,20,1,2,4,75,1,0,2,1
523,21,2,2,4,75,2,1,3,0
523,22,0,1,1,66,10,0,3,0
523,23,1,2,2,63,1,1,3,0
523,24,0,1,5,76,7,0,3,0
523,25,0,1,1,64,9,1,3,0
523,26,1,2,3,72,4,0,3,0
523,27,1,3,6,75,2,1,3,0
523,28,1,1,1,68,5,0,3,0
523,29,3,3,3,73,1,1,3,0
523,30,2,3,6,89,1,0,3,0
523,31,0,0,1,66,18,1,4,0
523,32,0,1,2,65,8,0,4,0
523,33,0,1,3,74,6,1,4,0
523,34,0,2,3,59,7,0,4,0
523,35,0,1,2,70,10,1,4,0
523,36,0,0,2,75,13,0,4,0
523,37,1,1,4,77,5,1,4,0
523,38,1,1,2,66,3,0,4,0
523,39,0,0,0,69,25,1,4,1
523,40,0,0,1,62,12,0,4,0
523,41,0,2,2,67,6,1,5,0
523,42,0,0,0,73,29,0,5,0
523,43,1,2,2,66,4,1,5,0
523,44,0,0,0,73,24,0,5,0
523,45,1,1,3,79,4,1,5,0
524,1,0,0,4,61,11,1,1,0
524,2,0,0,0,46,23,0,1,0
524,3,1,1,3,67,1,1,1,0
524,4,0,2,3,70,6,0,1,0
524,5,1,2,4,77,4,1,1,0
524,6,1,3,3,80,1,0,1,1
524,7,1,3,4,73,4,1,1,0
524,8,1,1,3,74,3,0,1,0
524,9,1,3,3,86,4,1,1,0
524,10,1,2,4,67,4,0,1,1
524,11,2,2,2,63,1,1,2,0
524,12,0,0,2,59,16,0,2,0
524,13,1,1,3,56,4,1,2,0
524,14,2,3,3,60,1,0,2,0
524,15,0,1,5,72,8,1,2,0
524,16,0,1,5,88,6,0,2,1
524,17,1,1,2,58,2,1,2,0
524,18,1,2,3,77,5,0,2,0
524,19,0,1,3,71,6,1,2,0
524,20,2,3,5,76,1,0,2,0
524,21,2,2,4,75,3,1,3,0
524,22,0,0,1,66,11,0,3,0
524,23,1,1,2,63,2,1,3,1
524,24,0,1,4,76,8,0,3,0
524,25,0,1,1,64,10,1,3,0
524,26,1,2,3,72,5,0,3,1
524,27,1,3,6,75,3,1,3,0
524,28,0,1,1,68,6,0,3,0
524,29,3,3,3,73,2,1,3,0
524,30,2,3,6,89,2,0,3,0
524,31,0,0,1,66,19,1,4,0
524,32,0,1,1,65,9,0,4,0
524,33,0,1,3,74,7,1,4,1
524,34,0,2,3,59,8,0,4,0
524,35,0,0,2,70,11,1,4,0
524,36,0,0,2,75,14,0,4,0
524,37,0,1,3,77,6,1,4,0
524,38,1,1,2,66,4,0,4,0
524,39,1,1,1,70,1,1,4,0
524,40,0,0,1,62,13,0,4,0
524,41,0,1,2,67,7,1,5,0
524,42,0,0,0,73,30,0,5,0
524,43,1,2,2,66,5,1,5,0
524,44,0,0,0,73,25,0,5,0
524,45,1,1,2,79,5,1,5,0
525,1,0,0,4,61,12,1,1,0
525,2,0,0,0,46,24,0,1,1
525,3,1,1,3,67,2,1,1,0
525,4,0,2,3,70,7,0,1,0
525,5,1,2,4,77,5,1,1,0
525,6,2,4,4,81,1,0,1,0
525,7,1,2,3,73,5,1,1,0
525,8,1,1,2,74,4,0,1,0
525,9,1,3,3,86,5,1,1,0
525,10,2,3,5,68,1,0,1,0
525,11,2,2,2,63,2,1,2,0
525,12,0,0,2,59,17,0,2,1
525,13,1,1,3,56,5,1,2,0
525,14,2,2,3,60,2,0,2,0
525,15,0,1,4,72,9,1,2,0
525,16,1,2,6,89,1,0,2,0
525,17,1,1,1,58,3,1,2,1
525,18,0,2,3,77,6,0,2,0
525,19,0,1,3,71,7,1,2,0
525,20,2,2,5,76,2,0,2,1
525,21,1,2,4,75,4,1,3,0
525,22,0,0,1,66,12,0,3,0
525,23,2,2,3,64,1,1,3,0
525,24,0,1,4,76,9,0,3,0
525,25,0,0,1,64,11,1,3,0
525,26,1,3,4,73,1,0,3,1
525,27,1,3,6,75,4,1,3,0
525,28,0,1,1,68,7,0,3,0
525,29,2,3,3,73,3,1,3,0
525,30,2,3,6,89,3,0,3,0
525,31,0,0,1,66,20,1,4,0
525,32,0,1,1,65,10,0,4,0
525,33,1,2,3,75,1,1,4,0
525,34,0,1,3,59,9,0,4,0
525,35,0,0,2,70,12,1,4,0
525,36,0,0,2,75,15,0,4,0
525,37,0,1,2,77,7,1,4,0
525,38,1,1,2,66,5,0,4,0
525,39,1,1,1,70,2,1,4,0
525,40,0,0,1,62,14,0,4,0
525,41,0,1,2,67,8,1,5,0
525,42,0,0,0,73,31,0,5,0
525,43,0,1,2,66,6,1,5,0
525,44,0,0,0,73,26,0,5,1
525,45,0,1,2,79,6,1,5,0
526,1,0,0,3,61,13,1,1,0
526,2,1,1,1,47,1,0,1,0
526,3,1,1,2,67,3,1,1,0
526,4,0,1,3,70,8,0,1,0
526,5,0,2,4,77,6,1,1,0
526,6,2,3,4,81,2,0,1,0
526,7,0,2,3,73,6,1,1,1
526,8,1,1,2,74,5,0,1,0
526,9,0,3,3,86,6,1,1,0
526,10,1,2,5,68,2,0,1,0
526,11,2,2,2,63,3,1,2,0
526,12,1,1,3,60,1,0,2,0
526,13,0,1,3,56,6,1,2,0
526,14,2,2,3,60,3,0,2,0
526,15,0,1,4,72,10,1,2,0
526,16,1,2,5,89,2,0,2,1
526,17,2,2,2,59,1,1,2,0
526,18,0,1,3,77,7,0,2,0
526,19,0,1,3,71,8,1,2,0
526,20,3,3,6,77,1,0,2,0
526,21,1,2,4,75,5,1,3,0
526,22,0,0,1,66,13,0,3,0
526,23,2,2,3,64,2,1,3,0
526,24,0,1,3,76,10,0,3,0
526,25,0,0,1,64,12,1,3,0
526,26,2,4,5,74,1,0,3,0
526,27,1,2,6,75,5,1,3,0
526,28,0,1,1,68,8,0,3,0
526,29,2,3,3,73,4,1,3,0
526,30,2,3,6,89,4,0,3,1
526,31,0,0,0,66,21,1,4,0
526,32,0,0,1,65,11,0,4,0
526,33,1,2,3,75,2,1,4,0
526,34,0,1,3,59,10,0,4,0
526,35,0,0,2,70,13,1,4,0
526,36,0,0,2,75,16,0,4,1
526,37,0,1,2,77,8,1,4,0
526,38,0,1,2,66,6,0,4,0
526,39,1,1,1,70,3,1,4,0
526,40,0,0,1,62,15,0,4,0
526,41,0,1,2,67,9,1,5,0
526,42,0,0,0,73,32,0,5,1
526,43,0,1,2,66,7,1,5,0
526,44,1,1,1,74,1,0,5,0
526,45,0,1,1,79,7,1,5,1
527,1,0,0,3,61,14,1,1,1
527,2,1,1,1,47,2,0,1,0
527,3,1,1,1,67,4,1,1,0
527,4,0,1,3,70,9,0,1,1
527,5,0,2,4,77,7,1,1,0
527,6,2,2,4,81,3,0,1,0
527,7,1,3,4,74,1,1,1,0
527,8,0,1,2,74,6,0,1,1
527,9,0,3,3,86,7,1,1,1
527,10,1,2,4,68,3,0,1,0
527,11,1,2,2,63,4,1,2,0
527,12,1,1,2,60,2,0,2,0
527,13,0,1,3,56,7,1,2,1
527,14,2,2,3,60,4,0,2,0
527,15,0,0,3,72,11,1,2,1
527,16,2,3,6,90,1,0,2,0
527,17,2,2,2,59,2,1,2,0
527,18,0,1,3,77,8,0,2,0
527,19,0,1,3,71,9,1,2,0
527,20,3,3,6,77,2,0,2,0
527,21,0,2,4,75,6,1,3,0
527,22,0,0,1,66,14,0,3,0
527,23,2,2,3,64,3,1,3,0
527,24,0,0,3,76,11,0,3,0
527,25,0,0,1,64,13,1,3,0
527,26,2,4,5,74,2,0,3,0
527,27,0,1,5,75,6,1,3,0
527,28,0,1,1,68,9,0,3,0
527,29,1,3,3,73,5,1,3,0
527,30,2,3,7,90,1,0,3,0
527,31,0,0,0,66,22,1,4,0
527,32,0,0,1,65,12,0,4,0
527,33,1,2,3,75,3,1,4,0
527,34,0,0,3,59,11,0,4,0
527,35,0,0,2,70,14,1,4,0
527,36,1,1,2,76,1,0,4,0
527,37,0,1,2,77,9,1,4,0
527,38,0,1,2,66,7,0,4,0
527,39,1,1,1,70,4,1,4,0
527,40,0,0,1,62,16,0,4,0
527,41,0,1,2,67,10,1,5,0
527,42,1,1,1,74,1,0,5,0
527,43,0,1,2,66,8,1,5,0
527,44,1,1,1,74,2,0,5,0
527,45,1,2,2,80,1,1,5,0
528,1,1,1,4,62,1,1,1,0
528,2,1,1,1,47,3,0,1,0
528,3,1,1,1,67,5,1,1,0
528,4,1,2,4,71,1,0,1,0
528,5,0,1,3,77,8,1,1,0
528,6,2,2,4,81,4,0,1,1
528,7,1,2,4,74,2,1,1,0
528,8,1,2,3,75,1,0,1,0
528,9,1,3,4,87,1,1,1,0
528,10,1,2,4,68,4,0,1,0
528,11,1,2,2,63,5,1,2,0
528,12,1,1,2,60,3,0,2,0
528,13,1,2,4,57,1,1,2,0
528,14,1,2,3,60,5,0,2,0
528,15,1,1,4,73,1,1,2,0
528,16,2,3,5,90,2,0,2,0
528,17,1,2,2,59,3,1,2,0
528,18,0,1,2,77,9,0,2,0
528,19,0,1,3,71,10,1,2,0
528,20,2,3,6,77,3,0,2,0
528,21,0,2,3,75,7,1,3,0
528,22,0,0,1,66,15,0,3,0
528,23,1,2,3,64,4,1,3,0
528,24,0,0,3,76,12,0,3,1
528,25,0,0,1,64,14,1,3,0
528,26,2,3,5,74,3,0,3,0
528,27,0,1,4,75,7,1,3,0
528,28,0,1,1,68,10,0,3,0
528,29,0,3,3,73,6,1,3,0
528,30,1,3,7,90,2,0,3,0
528,31,0,0,0,66,23,1,4,0
528,32,0,0,1,65,13,0,4,0
528,33,1,1,3,75,4,1,4,0
528,34,0,0,3,59,12,0,4,0
528,35,0,0,2,70,15,1,4,0
528,36,1,1,2,76,2,0,4,0
528,37,0,1,1,77,10,1,4,0
528,38,0,1,2,66,8,0,4,1
528,39,1,1,1,70,5,1,4,0
528,40,0,0,1,62,17,0,4,0
528,41,0,0,2,67,11,1,5,1
528,42,1,1,1,74,2,0,5,1
528,43,0,1,2,66,9,1,5,0
528,44,1,1,1,74,3,0,5,1
528,45,1,2,2,80,2,1,5,0
529,1,1,1,4,62,2,1,1,0
529,2,1,1,1,47,4,0,1,1
529,3,0,1,1,67,6,1,1,0
529,4,1,1,3,71,2,0,1,0
529,5,0,1,3,77,9,1,1,1
529,6,2,3,5,82,1,0,1,0
529,7,1,2,4,74,3,1,1,0
529,8,1,2,2,75,2,0,1,0
529,9,1,2,4,87,2,1,1,0
529,10,1,2,4,68,5,0,1,0
529,11,0,2,2,63,6,1,2,0
529,12,1,1,1,60,4,0,2,0
529,13,1,2,4,57,2,1,2,1
529,14,0,2,3,60,6,0,2,0
529,15,1,1,3,73,2,1,2,0
529,16,2,2,5,90,3,0,2,0
529,17,1,2,2,59,4,1,2,1
529,18,0,1,2,77,10,0,2,0
529,19,0,0,3,71,11,1,2,0
529,20,1,3,6,77,4,0,2,0
529,21,0,2,3,75,8,1,3,0
529,22,0,0,1,66,16,0,3,0
529,23,1,2,3,64,5,1,3,0
529,24,1,1,4,77,1,0,3,0
529,25,0,0,1,64,15,1,3,0
529,26,2,3,5,74,4,0,3,0
529,27,0,1,4,75,8,1,3,0
529,28,0,0,1,68,11,0,3,0
529,29,0,3,3,73,7,1,3,1
529,30,1,3,7,90,3,0,3,0
529,31,0,0,0,66,24,1,4,0
529,32,0,0,1,65,14,0,4,0
529,33,1,1,2,75,5,1,4,0
529,34,0,0,2,59,13,0,4,0
529,35,0,0,2,70,16,1,4,0
529,36,1,1,2,76,3,0,4,0
529,37,0,0,1,77,11,1,4,0
529,38,1,2,3,67,1,0,4,0
529,39,0,1,1,70,6,1,4,0
529,40,0,0,1,62,18,0,4,0
529,41,1,1,3,68,1,1,5,0
529,42,2,2,2,75,1,0,5,0
529,43,0,1,2,66,10,1,5,0
529,44,2,2,2,75,1,0,5,1
529,45,1,2,2,80,3,1,5,0
530,1,1,1,4,62,3,1,1,0
530,2,2,2,2,48,1,0,1,0
530,3,0,1,1,67,7,1,1,1
530,4,1,1,3,71,3,0,1,1
530,5,1,2,3,78,1,1,1,0
530,6,1,3,5,82,2,0,1,1
530,7,1,2,4,74,4,1,1,0
530,8,1,2,2,75,3,0,1,1
530,9,1,2,4,87,3,1,1,0
530,10,0,2,4,68,6,0,1,0
530,11,0,2,2,63,7,1,2,0
530,12,1,1,1,60,5,0,2,0
530,13,2,3,5,58,1,1,2,0
530,14,0,2,3,60,7,0,2,0
530,15,1,1,3,73,3,1,2,0
530,16,1,2,5,90,4,0,2,0
530,17,2,3,3,60,1,1,2,0
530,18,0,0,2,77,11,0,2,0
530,19,0,0,2,71,12,1,2,0
530,20,1,3,5,77,5,0,2,0
530,21,0,1,2,75,9,1,3,0
530,22,0,0,1,66,17,0,3,1
530,23,0,2,3,64,6,1,3,0
530,24,1,1,4,77,2,0,3,0
530,25,0,0,1,64,16,1,3,0
530,26,1,2,4,74,5,0,3,0
530,27,0,1,4,75,9,1,3,0
530,28,0,0,1,68,12,0,3,0
530,29,1,3,4,74,1,1,3,0
530,30,1,3,6,90,4,0,3,1
530,31,0,0,0,66,25,1,4,0
530,32,0,0,1,65,15,0,4,0
530,33,0,1,2,75,6,1,4,0
530,34,0,0,2,59,14,0,4,0
530,35,0,0,2,70,17,1,4,0
530,36,1,1,2,76,4,0,4,0
530,37,0,0,1,77,12,1,4,0
530,38,1,2,3,67,2,0,4,0
530,39,0,1,1,70,7,1,4,0
530,40,0,0,1,62,19,0,4,0
530,41,1,1,3,68,2,1,5,0
530,42,2,2,2,75,2,0,5,0
530,43,0,0,2,66,11,1,5,0
530,44,3,3,3,76,1,0,5,0
530,45,1,1,2,80,4,1,5,0
531,1,1,1,3,62,4,1,1,0
531,2,1,2,2,48,2,0,1,1
531,3,1,2,2,68,1,1,1,0
531,4,2,2,4,72,1,0,1,0
531,5,1,1,3,78,2,1,1,0
531,6,2,4,6,83,1,0,1,0
531,7,1,1,4,74,5,1,1,0
531,8,2,3,3,76,1,0,1,0
531,9,1,1,4,87,4,1,1,0
531,10,0,1,4,68,7,0,1,0
531,11,0,2,2,63,8,1,2,0
531,12,0,1,1,60,6,0,2,0
531,13,2,2,4,58,2,1,2,0
531,14,0,2,3,60,8,0,2,0
531,15,1,1,3,73,4,1,2,0
531,16,1,2,5,90,5,0,2,0
531,17,1,3,3,60,2,1,2,0
531,18,0,0,2,77,12,0,2,0
531,19,0,0,1,71,13,1,2,0
531,20,0,3,5,77,6,0,2,0
531,21,0,1,2,75,10,1,3,0
531,22,1,1,2,67,1,0,3,0
531,23,0,2,3,64,7,1,3,0
531,24,1,1,3,77,3,0,3,0
531,25,0,0,1,64,17,1,3,1
531,26,0,2,4,74,6,0,3,1
531,27,0,1,4,75,10,1,3,0
531,28,0,0,1,68,13,0,3,1
531,29,1,3,4,74,2,1,3,0
531,30,2,4,6,91,1,0,3,0
531,31,0,0,0,66,26,1,4,0
531,32,0,0,1,65,16,0,4,1
531,33,0,1,2,75,7,1,4,0
531,34,0,0,2,59,15,0,4,0
531,35,0,0,2,70,18,1,4,0
531,36,1,1,1,76,5,0,4,0
531,37,0,0,1,77,13,1,4,1
531,38,1,1,3,67,3,0,4,0
531,39,0,1,1,70,8,1,4,0
531,40,0,0,1,62,20,0,4,0
531,41,1,1,3,68,3,1,5,0
531,42,2,2,2,75,3,0,5,0
531,43,0,0,2,66,12,1,5,0
531,44,2,3,3,76,2,0,5,0
531,45,1,1,2,80,5,1,5,0
532,1,1,1,3,62,5,1,1,0
532,2,2,3,3,49,1,0,1,0
532,3,1,2,2,68,2,1,1,0
532,4,2,2,4,72,2,0,1,0
532,5,1,1,3,78,3,1,1,0
532,6,2,4,6,83,2,0,1,0
532,7,0,1,4,74,6,1,1,0
532,8,2,2,3,76,2,0,1,0
532,9,1,1,4,87,5,1,1,0
532,10,0,1,4,68,8,0,1,0
532,11,0,1,2,63,9,1,2,0
532,12,0,1,1,60,7,0,2,1
532,13,2,2,4,58,3,1,2,0
532,14,0,2,3,60,9,0,2,1
532,15,1,1,3,73,5,1,2,0
532,16,0,2,4,90,6,0,2,0
532,17,1,3,3,60,3,1,2,0
532,18,0,0,2,77,13,0,2,1
532,19,0,0,1,71,14,1,2,0
532,20,0,3,4,77,7,0,2,0
532,21,0,0,2,75,11,1,3,0
532,22,1,1,2,67,2,0,3,0
532,23,0,2,3,64,8,1,3,1
532,24,1,1,2,77,4,0,3,0
532,25,1,1,2,65,1,1,3,0
532,26,1,3,5,75,1,0,3,0
532,27,0,0,4,75,11,1,3,0
532,28,1,1,2,69,1,0,3,0
532,29,1,2,4,74,3,1,3,0
532,30,1,3,5,91,2,0,3,0
532,31,0,0,0,66,27,1,4,0
532,32,1,1,2,66,1,0,4,0
532,33,0,1,2,75,8,1,4,0
532,34,0,0,2,59,16,0,4,0
532,35,0,0,2,70,19,1,4,0
532,36,0,1,1,76,6,0,4,0
532,37,1,1,2,78,1,1,4,0
532,38,1,1,2,67,4,0,4,0
532,39,0,1,1,70,9,1,4,0
532,40,0,0,0,62,21,0,4,0
532,41,1,1,3,68,4,1,5,1
532,42,1,2,2,75,4,0,5,0
532,43,0,0,2,66,13,1,5,0
532,44,2,3,3,76,3,0,5,0
532,45,0,1,2,80,6,1,5,1
533,1,0,1,2,62,6,1,1,0
533,2,2,3,3,49,2,0,1,0
533,3,1,2,2,68,3,1,1,1
533,4,1,2,4,72,3,0,1,0
533,5,1,1,3,78,4,1,1,0
533,6,2,4,6,83,3,0,1,0
533,7,0,1,4,74,7,1,1,0
533,8,1,2,3,76,3,0,1,0
533,9,0,1,4,87,6,1,1,0
533,10,0,1,3,68,9,0,1,1
533,11,0,1,2,63,10,1,2,0
533,12,1,2,2,61,1,0,2,0
533,13,1,2,3,58,4,1,2,0
533,14,1,2,4,61,1,0,2,0
533,15,0,1,3,73,6,1,2,0
533,16,0,2,3,90,7,0,2,1
533,17,1,2,3,60,4,1,2,0
533,18,1,1,3,78,1,0,2,0
533,19,0,0,1,71,15,1,2,0
533,20,0,2,4,77,8,0,2,0
533,21,0,0,2,75,12,1,3,0
533,22,1,1,2,67,3,0,3,0
533,23,1,2,4,65,1,1,3,0
533,24,1,1,2,77,5,0,3,0
533,25,1,1,2,65,2,1,3,0
533,26,1,3,5,75,2,0,3,0
533,27,0,0,3,75,12,1,3,0
533,28,1,1,2,69,2,0,3,0
533,29,1,1,4,74,4,1,3,0
533,30,1,2,5,91,3,0,3,0
533,31,0,0,0,66,28,1,4,0
533,32,1,1,2,66,2,0,4,0
533,33,0,1,2,75,9,1,4,0
533,34,0,0,2,59,17,0,4,0
533,35,0,0,1,70,20,1,4,0
533,36,0,1,1,76,7,0,4,0
533,37,1,1,2,78,2,1,4,0
533,38,1,1,2,67,5,0,4,0
533,39,0,1,1,70,10,1,4,0
533,40,0,0,0,62,22,0,4,1
533,41,2,2,4,69,1,1,5,0
533,42,1,2,2,75,5,0,5,1
533,43,0,0,2,66,14,1,5,1
533,44,2,3,3,76,4,0,5,0
533,45,1,2,3,81,1,1,5,0
534,1,0,1,1,62,7,1,1,0
534,2,2,3,3,49,3,0,1,0
534,3,2,2,3,69,1,1,1,0
534,4,1,2,4,72,4,0,1,1
534,5,1,1,3,78,5,1,1,0
534,6,1,3,6,83,4,0,1,1
534,7,0,1,4,74,8,1,1,0
534,8,1,2,3,76,4,0,1,0
534,9,0,1,4,87,7,1,1,0
534,10,1,2,4,69,1,0,1,0
534,11,0,0,2,63,11,1,2,0
534,12,1,2,2,61,2,0,2,0
534,13,1,2,3,58,5,1,2,0
534,14,1,1,4,61,2,0,2,0
534,15,0,1,2,73,7,1,2,0
534,16,1,3,4,91,1,0,2,0
534,17,1,2,3,60,5,1,2,0
534,18,1,1,3,78,2,0,2,0
534,19,0,0,1,71,16,1,2,0
534,20,0,1,4,77,9,0,2,0
534,21,0,0,2,75,13,1,3,0
534,22,1,1,1,67,4,0,3,0
534,23,1,2,3,65,2,1,3,0
534,24,0,1,2,77,6,0,3,0
534,25,1,1,2,65,3,1,3,0
534,26,1,3,5,75,3,0,3,0
534,27,0,0,3,75,13,1,3,1
534,28,1,1,2,69,3,0,3,0
534,29,1,1,4,74,5,1,3,0
534,30,1,2,5,91,4,0,3,0
534,31,0,0,0,66,29,1,4,1
534,32,1,1,2,66,3,0,4,1
534,33,0,1,2,75,10,1,4,0
534,34,0,0,2,59,18,0,4,0
534,35,0,0,0,70,21,1,4,0
534,36,0,1,1,76,8,0,4,1
534,37,1,1,2,78,3,1,4,0
534,38,0,1,2,67,6,0,4,0
534,39,0,0,1,70,11,1,4,0
534,40,1,1,1,63,1,0,4,0
534,41,1,2,3,69,2,1,5,0
534,42,1,3,3,76,1,0,5,0
534,43,1,1,3,67,1,1,5,0
534,44,1,3,3,76,5,0,5,0
534,45,1,2,3,81,2,1,5,0
535,1,0,1,1,62,8,1,1,0
535,2,1,3,3,49,4,0,1,0
535,3,2,2,3,69,2,1,1,0
535,4,2,3,5,73,1,0,1,0
535,5,0,1,3,78,6,1,1,0
535,6,2,3,7,84,1,0,1,0
535,7,0,1,3,74,9,1,1,0
535,8,1,2,3,76,5,0,1,0
535,9,0,1,4,87,8,1,1,1
535,10,1,1,4,69,2,0,1,0
535,11,0,0,2,63,12,1,2,0
535,12,1,2,2,61,3,0,2,0
535,13,0,2,3,58,6,1,2,1
535,14,1,1,3,61,3,0,2,0
535,15,0,1,2,73,8,1,2,0
535,16,1,2,4,91,2,0,2,1
535,17,0,2,3,60,6,1,2,0
535,18,1,1,3,78,3,0,2,0
535,19,0,0,1,71,17,1,2,0
535,20,0,1,3,77,10,0,2,0
535,21,0,0,2,75,14,1,3,0
535,22,1,1,1,67,5,0,3,0
535,23,1,1,3,65,3,1,3,0
535,24,0,1,2,77,7,0,3,0
535,25,1,1,1,65,4,1,3,1
535,26,1,2,5,75,4,0,3,0
535,27,1,1,4,76,1,1,3,1
535,28,1,1,2,69,4,0,3,0
535,29,0,1,4,74,6,1,3,0
535,30,1,2,5,91,5,0,3,0
535,31,1,1,1,67,1,1,4,0
535,32,2,2,3,67,1,0,4,0
535,33,0,0,2,75,11,1,4,0
535,34,0,0,1,59,19,0,4,1
535,35,0,0,0,70,22,1,4,0
535,36,1,2,2,77,1,0,4,0
535,37,1,1,2,78,4,1,4,0
535,38,0,1,2,67,7,0,4,0
535,39,0,0,1,70,12,1,4,0
535,40,1,1,1,63,2,0,4,0
535,41,1,2,3,69,3,1,5,0
535,42,1,3,3,76,2,0,5,0
535,43,1,1,2,67,2,1,5,0
535,44,0,3,3,76,6,0,5,0
535,45,1,2,3,81,3,1,5,0
536,1,0,1,1,62,9,1,1,0
536,2,1,2,3,49,5,0,1,1
536,3,1,2,3,69,3,1,1,0
536,4,1,3,4,73,2,0,1,0
536,5,0,1,3,78,7,1,1,0
536,6,1,3,6,84,2,0,1,0
536,7,0,1,3,74,10,1,1,0
536,8,0,2,3,76,6,0,1,0
536,9,1,2,5,88,1,1,1,0
536,10,1,1,3,69,3,0,1,0
536,11,0,0,2,63,13,1,2,0
536,12,1,1,2,61,4,0,2,0
536,13,1,3,4,59,1,1,2,0
536,14,1,1,3,61,4,0,2,0
536,15,0,1,2,73,9,1,2,0
536,16,2,3,5,92,1,0,2,0
536,17,0,1,3,60,7,1,2,0
536,18,1,1,2,78,4,0,2,0
536,19,0,0,1,71,18,1,2,0
536,20,0,0,3,77,11,0,2,0
536,21,0,0,2,75,15,1,3,0
536,22,0,1,1,67,6,0,3,0
536,23,1,1,3,65,4,1,3,1
536,24,0,1,2,77,8,0,3,0
536,25,2,2,2,66,1,1,3,1
536,26,1,1,5,75,5,0,3,0
536,27,2,2,4,77,1,1,3,0
536,28,1,1,2,69,5,0,3,0
536,29,0,1,4,74,7,1,3,0
536,30,0,2,5,91,6,0,3,0
536,31,1,1,1,67,2,1,4,1
536,32,2,2,2,67,2,0,4,1
536,33,0,0,2,75,12,1,4,0
536,34,1,1,2,60,1,0,4,0
536,35,0,0,0,70,23,1,4,1
536,36,1,2,2,77,2,0,4,0
536,37,1,1,2,78,5,1,4,0
536,38,0,1,2,67,8,0,4,0
536,39,0,0,1,70,13,1,4,0
536,40,1,1,1,63,3,0,4,0
536,41,1,2,3,69,4,1,5,0
536,42,1,3,3,76,3,0,5,0
536,43,1,1,2,67,3,1,5,0
536,44,0,2,3,76,7,0,5,0
536,45,1,2,3,81,4,1,5,0
537,1,0,1,1,62,10,1,1,0
537,2,1,3,4,50,1,0,1,0
537,3,1,2,3,69,4,1,1,0
537,4,1,3,4,73,3,0,1,0
537,5,0,1,3,78,8,1,1,0
537,6,1,3,5,84,3,0,1,0
537,7,0,0,3,74,11,1,1,0
537,8,0,2,3,76,7,0,1,0
537,9,1,2,5,88,2,1,1,0
537,10,1,1,3,69,4,0,1,0
537,11,0,0,2,63,14,1,2,0
537,12,1,1,2,61,5,0,2,1
537,13,1,3,4,59,2,1,2,0
537,14,1,1,3,61,5,0,2,0
537,15,0,1,1,73,10,1,2,0
537,16,2,2,5,92,2,0,2,0
537,17,0,1,3,60,8,1,2,0
537,18,1,1,2,78,5,0,2,1
537,19,0,0,1,71,19,1,2,0
537,20,0,0,3,77,12,0,2,0
537,21,0,0,2,75,16,1,3,1
537,22,0,1,1,67,7,0,3,0
537,23,2,2,4,66,1,1,3,0
537,24,0,1,1,77,9,0,3,0
537,25,2,3,3,67,1,1,3,1
537,26,0,1,5,75,6,0,3,0
537,27,2,2,3,77,2,1,3,0
537,28,0,1,2,69,6,0,3,0
537,29,0,1,4,74,8,1,3,0
537,30,0,1,4,91,7,0,3,0
537,31,2,2,2,68,1,1,4,0
537,32,2,3,3,68,1,0,4,0
537,33,0,0,2,75,13,1,4,1
537,34,1,1,1,60,2,0,4,0
537,35,1,1,1,71,1,1,4,0
537,36,1,1,2,77,3,0,4,0
537,37,0,1,2,78,6,1,4,1
537,38,0,1,2,67,9,0,4,0
537,39,0,0,1,70,14,1,4,0
537,40,1,1,1,63,4,0,4,0
537,41,1,2,3,69,5,1,5,0
537,42,1,2,3,76,4,0,5,0
537,43,1,1,2,67,4,1,5,0
537,44,0,2,3,76,8,0,5,0
537,45,1,1,3,81,5,1,5,0
538,1,0,0,1,62,11,1,1,0
538,2,1,3,4,50,2,0,1,1
538,3,1,2,3,69,5,1,1,0
538,4,1,2,4,73,4,0,1,1
538,5,0,1,2,78,9,1,1,0
538,6,1,3,5,84,4,0,1,0
538,7,0,0,2,74,12,1,1,0
538,8,0,1,3,76,8,0,1,0
538,9,1,1,4,88,3,1,1,0
538,10,1,1,3,69,5,0,1,0
538,11,0,0,2,63,15,1,2,0
538,12,1,2,3,62,1,0,2,0
538,13,1,2,4,59,3,1,2,0
538,14,0,1,3,61,6,0,2,0
538,15,0,0,1,73,11,1,2,1
538,16,2,2,5,92,3,0,2,0
538,17,0,1,3,60,9,1,2,0
538,18,1,2,3,79,1,0,2,1
538,19,0,0,1,71,20,1,2,0
538,20,0,0,3,77,13,0,2,0
538,21,1,1,3,76,1,1,3,1
538,22,0,1,1,67,8,0,3,0
538,23,1,2,4,66,2,1,3,0
538,24,0,1,1,77,10,0,3,0
538,25,3,4,4,68,1,1,3,0
538,26,0,1,4,75,7,0,3,0
538,27,2,2,3,77,3,1,3,0
538,28,0,1,2,69,7,0,3,0
538,29,0,1,4,74,9,1,3,0
538,30,0,1,4,91,8,0,3,0
538,31,2,2,2,68,2,1,4,0
538,32,2,3,3,68,2,0,4,0
538,33,1,1,2,76,1,1,4,0
538,34,1,1,1,60,3,0,4,0
538,35,1,1,1,71,2,1,4,0
538,36,1,1,2,77,4,0,4,0
538,37,1,2,3,79,1,1,4,0
